Freq,S11_real,S11_imag,S12_real,S12_imag,S21_real,S21_imag,S22_real,S22_imag
20000000.0,0.04939960972,-0.9634731437,-2.060954845e-05,-0.0005551505105,0.000187914643,0.0002380494064,1.000185172,0.008397670283
20004000.4,0.04914905767,-0.9630380517,-7.398285867e-05,0.0003051681686,-0.0002809824077,0.0002514975124,0.9997293209,0.007120276527
20008000.8,0.04812094796,-0.9652273673,-0.0001378462896,0.0002448736373,-0.0001829103707,0.0002078126064,1.000782094,0.007621511022
20012001.2,0.04830677099,-0.9633180091,9.614562767e-05,5.370245465e-05,0.000115325929,-3.145661999e-05,0.9986270424,0.009797486466
20016001.6,0.04756625591,-0.963147163,-0.0001557629302,1.71810985e-05,0.0001687028048,-0.000291871202,0.9995839932,0.007720701327
20020002.0,0.04495517231,-0.9628890977,-0.0002000408759,-0.0002107608087,0.0002543319137,-0.0005591564034,1.000200884,0.007860482106
20024002.4,0.04520532156,-0.9653564259,9.959418904e-05,-0.0002844534031,8.676627315e-05,0.000196933762,0.9994354565,0.008221900235
20028002.8,0.04729739223,-0.9642815362,-0.0002128038363,5.378561639e-05,-0.0001033899703,0.0001488779666,0.9989370203,0.008860928492
20032003.2,0.04526704533,-0.9630409271,9.372201732e-05,1.717374323e-05,-1.838440418e-06,0.0005121373564,1.000098873,0.008048032676
20036003.6,0.04415996681,-0.9639515409,0.000400221883,-0.0004107114892,-0.0001560051955,1.518597419e-05,0.9987598306,0.009046977127
20040004.0,0.04451335308,-0.962165577,4.6009363e-05,0.000270362652,0.0005367003237,-1.831094512e-05,0.9992754939,0.00874745861
20044004.4,0.04376225208,-0.9652281994,-0.0001462444729,0.0007987314836,-0.0003814844996,9.676109403e-05,0.9985618755,0.008068406671
20048004.8,0.0421555141,-0.9626187125,-0.0001303185259,-0.0002884882617,0.0001755929156,-0.0001007816191,0.9992568376,0.00923224191
20052005.201,0.04388582004,-0.9651509647,-0.0004195702492,0.0001758031069,1.195765815e-05,-0.0004168490545,0.9996403654,0.008540016803
20056005.601,0.0411388376,-0.9631081954,-0.0001961922538,0.0002402505344,0.0004508647384,-0.0002612819017,0.9997335787,0.008686430851
20060006.001,0.04223628421,-0.9632121956,0.000796090319,-0.0002717542931,-0.0005804734176,5.125295196e-05,0.998010769,0.008165236786
20064006.401,0.04316585305,-0.9641050177,0.0001677917707,0.0004576410447,0.0001228140836,-0.0001851098537,0.9988807242,0.008223638946
20068006.801,0.03895321767,-0.9623031757,-1.373477484e-05,-6.763778457e-05,-0.0002105290961,-0.0002951135776,0.9989062661,0.008954926876
20072007.201,0.04318201639,-0.965195059,0.0001682668191,0.0003480548316,-0.0003151613313,-1.929094718e-05,0.999398277,0.009072848105
20076007.601,0.04014738353,-0.9641481898,0.0002433225088,-0.0004425295814,-0.0003056004756,7.591661519e-05,0.9996861846,0.008289264402
20080008.001,0.03952005095,-0.9636557918,-0.0004854583453,5.183600969e-05,-5.498548147e-05,0.0003764641797,0.9993615634,0.009014141406
20084008.401,0.04011442182,-0.961982243,-0.000265554315,0.0001471682064,9.844768161e-05,0.0005356203715,0.9992468959,0.008586730955
20088008.801,0.04127754784,-0.9639695032,-3.028173198e-05,0.0001060848206,7.117982958e-05,-0.0003117750427,0.9999514721,0.009298810594
20092009.201,0.03804837462,-0.965587986,1.772688762e-05,0.0002144922282,-0.0004323471334,-9.436448779e-06,0.9989209351,0.008897179033
20096009.601,0.03846285245,-0.9626739213,0.0003181767705,0.0001659398368,7.659787306e-05,-0.0003002869711,0.9986597015,0.008642721423
20100010.001,0.03706895062,-0.9628706667,-0.0003794418405,0.0001546910372,-0.000119483607,-7.710887484e-05,1.000302591,0.008464581521
20104010.401,0.03513174092,-0.964915463,-5.012633951e-05,-0.0004186633547,0.000303318719,-4.476152933e-05,0.9987837778,0.008709815092
20108010.801,0.03387884714,-0.9628138891,0.000498153899,8.170247201e-05,-0.0005599935546,-0.0002517996404,0.9995607834,0.006913839821
20112011.201,0.03604996565,-0.9625897279,-3.723525638e-06,-0.0001913044179,-0.0002630199744,-0.0001170142344,0.9998139502,0.009490126013
20116011.601,0.03463264622,-0.9653401082,-0.0001407785456,-0.0003484993584,4.576437932e-05,-9.574576405e-05,1.000388055,0.006680311539
20120012.001,0.03650130521,-0.9651638763,4.352664121e-05,7.853102289e-05,0.0002934759706,-5.518677693e-05,1.000434047,0.008447902729
20124012.401,0.03269569705,-0.9631770797,-0.0002604392164,0.0002723774986,-0.0006682724951,-1.439766366e-05,0.9997191527,0.008184576937
20128012.801,0.03455518065,-0.963481277,-2.043014783e-05,0.0001268459183,-0.0001213322768,-0.0001972295328,1.000507979,0.008918215838
20132013.201,0.0340295308,-0.9636398766,-0.0003540582363,-0.0002661334308,0.0003090642685,0.0005606916704,0.9987524928,0.008054801686
20136013.601,0.03327715918,-0.9634237439,-5.398698855e-05,0.0001930172089,0.0001903867396,0.0002753867119,0.9987885785,0.009017457284
20140014.001,0.02994703046,-0.9650962241,-0.0002061722513,-0.0001264365829,-2.006086661e-05,-0.0002526885047,0.9994315868,0.006838758243
20144014.401,0.03227454937,-0.9643971382,-0.0003375362671,-0.000177839176,-0.0002204346765,8.774845858e-05,0.9994009714,0.009177986456
20148014.801,0.03183064987,-0.9660676822,-0.0001997600033,0.0009226361212,3.585279922e-05,8.76523594e-05,0.9999658741,0.009802869607
20152015.202,0.02961717023,-0.9624381263,0.000341233411,0.0002553620119,6.669200201e-05,0.0001922784745,0.999876751,0.008866629271
20156015.602,0.03120986246,-0.9647067102,-0.0003515422121,0.0002471843583,0.0002420972802,0.0002338951256,0.9995060654,0.008314305669
20160016.002,0.03196109842,-0.9658308945,4.332389402e-05,-0.0001469898979,-0.0002195439682,6.187140153e-05,1.000422839,0.009342006973
20164016.402,0.03036827339,-0.9632250451,0.000279237885,9.027856844e-05,0.0001158303124,0.0002865562221,0.9994745372,0.008607519307
20168016.802,0.02957299251,-0.9618821609,-2.908509245e-05,-0.0001589766296,-7.663399478e-05,0.0002138381903,0.9990084996,0.007685172418
20172017.202,0.02765957349,-0.9650459478,-0.0002800982419,-0.000282127175,0.0003389929342,-4.935648136e-06,0.9991070984,0.008172433071
20176017.602,0.02698899406,-0.9670763422,0.0002289481727,-0.0003326189157,-0.0001011874429,-0.0002688279372,0.9997234309,0.009631697394
20180018.002,0.02683090853,-0.9643082425,-0.000224863255,4.697612219e-05,-3.808464803e-05,-4.709155266e-05,0.9985971671,0.009366290131
20184018.402,0.02904380706,-0.9657987424,-0.0001218405325,0.0003261878827,3.226914312e-05,6.29795299e-05,0.9987204583,0.01043813159
20188018.802,0.02655287279,-0.9632536149,8.50062203e-05,-0.0001287839919,0.0002138241691,0.000207536875,0.9999678153,0.008499912421
