Freq,S11_real,S11_imag,S12_real,S12_imag,S21_real,S21_imag,S22_real,S22_imag
20308030.803,-0.4904134167,-0.8389894668,-0.0001849616011,0.000215067874,-0.0003384319762,5.710296065e-05,0.9992808794,0.007498722539
20312031.203,-0.4909796133,-0.840249222,-9.70513759e-05,0.0003321498292,3.008481186e-05,0.0004925928297,0.9994341526,0.01016470438
20316031.603,-0.4926429494,-0.8394735305,6.573510139e-05,0.0003390121577,0.0001124546744,0.0006083818634,0.9998810022,0.008460650786
20320032.003,-0.4931701918,-0.8376493463,0.0001520335052,-0.0001269290654,-0.0002440778704,0.0003099258263,1.000130379,0.008080257421
20324032.403,-0.4936087702,-0.8405059703,1.437518073e-05,-0.0003907430452,-0.0001257331536,-0.0001887122006,0.999430204,0.008972804357
20328032.803,-0.4939111121,-0.8377046398,-0.0002803452449,-0.000278915382,7.332846618e-05,-2.491054144e-05,0.997799655,0.008502992688
20332033.203,-0.4940348158,-0.8372613235,-0.000354381756,-8.943825089e-05,-0.0004493620971,-2.674751859e-05,0.9994653251,0.008983794095
20336033.603,-0.4943136119,-0.8370045757,5.749024309e-05,-0.0002053971861,-0.0003607913757,9.786700942e-05,1.000613442,0.008345882419
20340034.003,-0.4953093366,-0.8382814033,-0.0004763596619,0.0002278887036,-0.0001241575116,-5.308213492e-05,0.9996568192,0.008227303761
20344034.403,-0.4984144918,-0.8382372241,1.32849601e-05,9.4444482e-05,4.327057788e-05,2.662644478e-06,0.9987529788,0.008846025553
20348034.803,-0.4999553565,-0.8385642261,-3.808434181e-05,-0.0001012533905,0.0002495496267,0.0003253480243,1.000873018,0.008235203524
20352035.204,-0.4966898141,-0.8361481362,-5.834270724e-05,0.0002988921637,5.545113402e-05,-0.0004367564389,0.9989040317,0.008591339947
20356035.604,-0.4968731935,-0.8356132335,0.0003963172024,-0.0002048400419,-0.0001261514403,0.0002414142091,0.9988407537,0.007811176186
20360036.004,-0.4960400423,-0.8366215055,2.920498854e-06,-0.000169668055,0.0001297563339,-0.0005256458898,1.000901069,0.009441581064
20364036.404,-0.4958269437,-0.8360428386,0.0001615378824,-0.0003512145329,0.000249874724,0.0001441412401,0.9995951958,0.009128019202
20368036.804,-0.4982054787,-0.835230668,-2.150435781e-05,-5.07873091e-05,3.050003384e-06,0.0002170760869,0.9989723468,0.008156669343
20372037.204,-0.4964422929,-0.8362912387,0.0001921046743,1.113616163e-05,7.138373508e-05,-1.605845247e-05,0.998995144,0.009479083334
20376037.604,-0.4989177862,-0.8342094773,0.0008435384878,0.0001878449917,5.442451883e-05,0.0003748810459,1.000019329,0.008971565884
20380038.004,-0.498913594,-0.8360924604,-0.0004591281293,0.0001046449026,0.000100497142,0.0003165131845,0.9990096563,0.008116692118
20384038.404,-0.4971275863,-0.8329356431,0.0004999086058,-0.0002621898293,-0.0001546638431,9.765731374e-05,0.9991241681,0.007873913804
20388038.804,-0.5035574694,-0.8323631827,8.348136546e-05,-0.0003501449963,1.089524976e-05,-0.0001316021505,0.9987222113,0.006724081826
20392039.204,-0.5026547224,-0.8339107571,8.403918016e-06,-0.0002011700776,-0.0003415124522,-0.0002579611396,0.9991927506,0.009139709941
20396039.604,-0.5002512113,-0.8336182839,-0.0002209170412,5.606485543e-05,-0.0002717253538,0.0001417252559,1.000410857,0.008426581241
20400040.004,-0.5033727667,-0.8329886102,-0.0002602804007,-3.445238761e-05,-0.0002274351784,0.0001786332512,0.9985302612,0.007753115601
20404040.404,-0.5042933416,-0.8337395174,6.584015029e-05,-0.0003311401891,3.589543525e-05,-3.115963939e-05,1.000138482,0.009203363678
20408040.804,-0.5026259495,-0.8332737995,-2.902244797e-05,-9.780487329e-05,-0.0002658511437,0.0002528836074,0.9993446616,0.008441113162
20412041.204,-0.5031436862,-0.8338412071,0.0001810473606,0.0001198787151,-9.017531666e-05,-5.022515773e-05,1.000503052,0.00856690092
20416041.604,-0.5031998555,-0.8341294217,-0.0003488094722,-0.0003200662262,0.0001018573256,0.0002356109817,0.9985718473,0.009292484923
20420042.004,-0.5081715623,-0.8343445129,-0.0001049488509,0.0002531368655,0.0001769671886,0.0001858067818,0.9997399659,0.01012061086
20424042.404,-0.5037925844,-0.8310633565,-0.000340512239,-7.615280716e-05,-1.450954315e-05,-8.872586797e-05,0.9998242802,0.007140473316
20428042.804,-0.5025462696,-0.8347734905,-9.274320448e-05,0.0002333811721,-9.693620066e-05,0.0003567718857,0.9996024381,0.009566932461
20432043.204,-0.5067531595,-0.8298849545,-0.0003924831248,0.0003879497668,0.000173748168,-0.0001401719662,0.9977528497,0.009486667296
20436043.604,-0.5071791453,-0.8310164604,3.855544985e-05,-0.0001118039707,-0.0002219878904,0.0004333165704,1.000488667,0.008961804118
20440044.004,-0.5060570144,-0.8312632897,2.50496174e-06,-0.000126829098,9.320563154e-05,0.0002479381094,0.9986095067,0.01031496936
20444044.404,-0.5081683957,-0.8295966143,-0.0005200984905,-4.865590073e-05,0.0004088322537,0.0006555670353,0.998958567,0.009106607788
20448044.804,-0.506495997,-0.8297447613,0.0002880849185,8.663894546e-05,-0.0002792789054,-0.000156510745,1.000952282,0.009401683233
20452045.205,-0.5086630101,-0.8284127343,-0.000175258995,0.0003061162418,-0.0002872401564,-6.245729627e-05,0.9989651501,0.008531137464
20456045.605,-0.5093842484,-0.8301786449,-3.695203374e-05,1.977592447e-05,0.0002032300083,-9.215110997e-05,0.998903323,0.008509310824
20460046.005,-0.5065771001,-0.8306338362,0.0002161737649,-0.0001294597339,0.0001996240074,0.0001252126485,0.9991073557,0.008171929883
20464046.405,-0.5089807476,-0.8309333145,0.0003287045884,-2.039820835e-07,-1.843468732e-05,5.785900081e-05,0.9999256168,0.008500644496
20468046.805,-0.5081500703,-0.8300787355,0.0005323080923,-0.0007652124152,0.0001030174257,-6.589661864e-06,0.9997580032,0.006697840832
20472047.205,-0.5098435449,-0.8289439144,0.000207815274,0.0001779403619,-0.0001139237509,0.0005895264147,1.000130234,0.007436732812
20476047.605,-0.5129002356,-0.8256426728,-0.0002053919588,-8.876005055e-05,3.072322457e-05,1.108134135e-05,1.000655481,0.01007335036
20480048.005,-0.509249798,-0.8273829136,7.201246228e-05,9.343890684e-05,1.7318377e-05,0.0002538820459,0.9985785117,0.007535951267
20484048.405,-0.5130116267,-0.8265697446,-7.863010072e-05,0.0002402788513,-6.495466176e-05,-0.0001993030492,0.9987950229,0.008835846502
20488048.805,-0.510831396,-0.8262543994,-0.0004674467386,7.417522993e-05,6.264897097e-05,0.0002135679543,1.000342277,0.008261180798
20492049.205,-0.5124744322,-0.8272743921,0.0001745465453,-0.0004918362733,-0.0002969339182,-2.411885236e-05,0.9990275664,0.009402567393
20496049.605,-0.5142699977,-0.8253397216,0.0004479837371,0.0002680885157,0.0001714642603,0.0002721931628,1.000545443,0.009165752274
20500050.005,-0.5147343607,-0.8258169169,-0.0001088000588,-0.0003948346187,2.718240201e-05,-1.970902162e-05,1.00041202,0.00987524933
20504050.405,-0.5134860824,-0.8269399014,-5.096328342e-05,2.609049775e-05,-7.780488573e-05,-0.0001105560903,0.9989780837,0.01042858166
20508050.805,-0.5153442182,-0.8270655414,-0.0001324421547,-0.0001313962686,-0.0001807137634,0.0001832874485,1.000640622,0.009369134073
20512051.205,-0.5139801195,-0.8261097289,0.0002526900742,0.0001999971526,-0.0001261860289,-0.0001376262638,0.9998459734,0.009586461586
20516051.605,-0.5153926357,-0.8278045935,-5.540637807e-05,-0.0003014843212,0.000404285501,-0.0001447561862,0.9987433819,0.008656053337
20520052.005,-0.5171685204,-0.821000105,0.0002485003558,-6.73527619e-05,-0.0002225028295,1.731509244e-05,0.9997154943,0.009469201989
20524052.405,-0.5146332993,-0.8248530478,9.905196471e-05,0.0002659144914,-0.0001395735878,-5.1446876e-05,1.000023731,0.009149886874
20528052.805,-0.5162028477,-0.8220302802,-0.0003884947044,-0.0002610128497,0.0001737515229,0.0001993951259,0.9989223764,0.008324272517
20532053.205,-0.5167484832,-0.8234323269,-0.0002031540963,-0.0002421388548,9.074529348e-05,-0.0002181060048,0.9999243179,0.00851944906
20536053.605,-0.5166940332,-0.8216581687,-0.0003173152923,-3.157961631e-05,1.976158378e-05,-0.0003545871694,0.9992783621,0.009036406476
20540054.005,-0.5178044258,-0.8235585741,4.267853302e-05,-0.0001602173447,8.93785288e-05,2.300608565e-05,0.9999585298,0.008929872481
20544054.405,-0.5191198905,-0.8225731519,-2.998701242e-05,-0.000250985731,0.0004907879704,-0.0001808349301,0.9991109572,0.008761675309
20548054.805,-0.5197985274,-0.8204100953,-0.0001133597617,6.251869374e-05,-0.0001121972301,-0.0002656237226,0.9999201051,0.008210614426
20552055.206,-0.5175137855,-0.8257452528,-0.0005312880819,3.835960951e-05,-8.238987975e-05,5.251778775e-05,0.998535272,0.009292381455
20556055.606,-0.5194696287,-0.8204545694,-0.0002554183164,0.0002053522637,-2.136353373e-05,0.0004186095617,1.000643783,0.009133572469
20560056.006,-0.5190699283,-0.8214824023,-0.000469074612,-0.0003670470853,-0.0003902963443,-0.0002587616406,0.9989903073,0.009749326845
20564056.406,-0.5203511934,-0.8231371208,8.023164038e-05,0.0005111066405,0.0001094740449,-0.0003800839068,0.9995483233,0.008276241868
20568056.806,-0.5234681247,-0.8228158983,-0.0001231330151,0.0001667853301,-0.0003379970382,4.773451352e-05,1.000107754,0.00932447976
20572057.206,-0.521874114,-0.8224771555,-5.19154004e-05,0.0002198521495,-4.549922845e-05,0.0003069313679,0.998352064,0.008386002678
20576057.606,-0.5230204206,-0.8208666099,-0.0002283685718,0.000102927659,-6.666058685e-05,-0.0001801706506,0.9996656628,0.008575289551
20580058.006,-0.5237635813,-0.8212157195,0.0005149416021,-0.0004266204654,-0.0001187777465,2.14157599e-05,0.9985423866,0.009280226989
20584058.406,-0.5246560325,-0.8185196199,0.0003821944765,0.0002928080621,-0.0004115962867,0.0005337577672,1.001393364,0.007434182319
20588058.806,-0.5216421831,-0.8198435068,-0.0003521351939,0.000364572677,-7.286204276e-05,0.0001687860695,0.9998535247,0.008222312105
20592059.206,-0.5226841632,-0.8201803687,0.0003268023332,-0.0004682608292,-0.0001449169132,0.0001519458231,0.9982166557,0.009442303485
20596059.606,-0.5239799656,-0.8214940031,0.0002939104851,-1.381317888e-05,-0.0001149170349,-0.0001289466577,0.9988697807,0.008417793744
20600060.006,-0.5237615771,-0.8169786227,0.0002768516932,0.0001106930546,-0.0004680923443,6.730159032e-05,1.000948351,0.008690581577
20604060.406,-0.5259895335,-0.8165002521,0.0002703198469,0.0003378519819,0.0001525875726,0.0001712280907,0.9983666628,0.008996208623
20608060.806,-0.5239635015,-0.8156513147,-0.0001054311759,1.577679289e-06,-0.0006527011157,0.0003713095696,1.000272008,0.009013501885
20612061.206,-0.5240770388,-0.8165627761,-0.0002023171334,-0.0004961066173,5.099427455e-05,0.0003401403987,1.000053088,0.008131046675
20616061.606,-0.52575153,-0.8179661262,0.0001931019095,0.0003938920451,-0.0001176275689,0.0001139522259,0.9997015637,0.009675460172
20620062.006,-0.5268273037,-0.8187383689,-0.0003469712828,-0.0002760984743,-7.335867436e-05,-0.0003195658646,0.9998028992,0.009304482482
20624062.406,-0.5267839013,-0.8180994627,-4.887562402e-05,-0.0001656006456,9.297513531e-05,-4.809985947e-05,0.9987913572,0.009191777118
20628062.806,-0.5277875722,-0.8168392809,-0.0001099811138,-0.0001210800614,-8.577534186e-05,-0.0003946772557,0.9986532433,0.008519002869
20632063.206,-0.5303396522,-0.8138521675,0.0001980575995,-0.0004312472888,0.0001226248627,0.0002317004904,0.9999811594,0.008816685204
20636063.606,-0.5276377637,-0.8156903163,-0.0006643685615,-0.0002275021018,9.37999036e-05,0.0004976431918,0.9990358388,0.008764550072
20640064.006,-0.5307854289,-0.8180371947,4.087270975e-05,-0.0001463022027,8.017359075e-05,0.0001702306092,0.9986983124,0.00901321855
20644064.406,-0.5295554515,-0.8136360336,0.0003968376969,-8.498534439e-05,-0.0001411284718,-0.000202673154,1.000959485,0.009184923322
20648064.806,-0.5300455633,-0.8163977129,1.631828884e-05,0.0002246775568,4.837598829e-05,5.732338299e-06,1.000632696,0.009577417271
20652065.207,-0.5288815674,-0.8151200219,0.000208233101,0.0002077203685,5.092483447e-05,6.113346677e-05,0.9992366542,0.008562305291
20656065.607,-0.5310725891,-0.815929166,-0.0001997686478,9.280839232e-05,4.71481435e-05,-0.0003614240252,1.000384678,0.009043475316
20660066.007,-0.5321678767,-0.8135657109,8.015861114e-05,-0.0001064935188,-3.674623837e-05,0.000363298349,0.9994736768,0.008162353919
20664066.407,-0.531434824,-0.8142798554,-0.0001611383075,0.0001420570143,-0.0001285313013,-0.0003131773427,0.9995826642,0.009209648557
20668066.807,-0.5326719405,-0.8115639186,-0.0001176795602,-4.834687101e-05,-0.000197486686,-7.327729722e-05,0.9988156523,0.008448540951
20672067.207,-0.533226347,-0.8123715529,7.476256733e-05,-9.253676188e-07,-0.0001134129478,-0.0001384954915,0.9993350892,0.008588425568
20676067.607,-0.5334557233,-0.8102931103,0.0002607176921,-0.0002856561215,0.0004167875522,-0.0002091887278,1.000295754,0.0106355406
20680068.007,-0.5345195172,-0.812482836,-8.85430499e-05,0.0002042455259,0.0002157246717,0.0002020924868,0.9987394572,0.008505660861
20684068.407,-0.5325938002,-0.8122946093,0.0003400141894,0.0001567009988,0.0001854758627,0.0003965550082,1.000342223,0.009203078994
20688068.807,-0.5327678302,-0.8117750967,-0.0003479167717,9.671489639e-07,-0.0002974533424,-0.0002169837673,1.000193815,0.008711710454
20692069.207,-0.5359361248,-0.8115166084,0.0001380290492,-0.0003098050823,0.0004885016792,-0.0002007647555,0.9993325716,0.009452347092
20696069.607,-0.5352625787,-0.8099014028,0.0004306474984,-0.0002985986534,0.0001826754472,0.0003091794326,0.9998399963,0.008628821512
20700070.007,-0.537059754,-0.811047122,-0.0003667692971,0.0002685961266,0.0002293817552,9.580977587e-05,1.001325508,0.009913336719
20704070.407,-0.5392304106,-0.8086472841,7.371229753e-05,-0.0002728035204,0.000222103123,4.866609031e-05,0.9994723173,0.007939610345
20708070.807,-0.5366844371,-0.8078512068,7.277532291e-05,0.0006679060933,-0.0001152559957,7.892438658e-05,1.000973364,0.008561554889
20712071.207,-0.5388316512,-0.8139423048,0.0002165512553,-1.961307916e-05,0.000175649344,0.0003096368829,0.9993924062,0.009681119268
20716071.607,-0.538666697,-0.8116823419,0.0001183350604,5.894814041e-05,0.0003418422438,-0.000179529591,0.9993276927,0.008996498981
20720072.007,-0.5371935069,-0.8102350773,-0.0002488095545,-0.0001753322654,-6.399197127e-07,6.008868249e-05,0.9987452192,0.01046590488
20724072.407,-0.5390839477,-0.8101477935,0.0002408594753,0.0001197520474,6.690720041e-05,0.0003889396408,0.9996718933,0.008394617901
20728072.807,-0.537705987,-0.8054932906,0.0002143359462,-0.0004481647992,-0.0005512372004,-4.206160688e-05,1.000068148,0.00825991708
20732073.207,-0.5395755142,-0.8094564888,-0.000395721389,7.96274371e-05,6.940547996e-05,0.0003123047775,0.9989335352,0.008954041734
20736073.607,-0.5372255308,-0.8078687888,2.612997249e-05,-7.776340034e-06,4.487035665e-05,-6.016552596e-05,1.000773625,0.009185260144
20740074.007,-0.5423379498,-0.8083964944,-0.0003075601708,0.0005693819517,3.937567371e-05,0.0001118052051,0.9998434926,0.008401622201
20744074.407,-0.5414610367,-0.808328736,5.864318308e-05,0.0001479541518,0.0001107965087,-0.0002032755851,1.001223991,0.008240522665
20748074.807,-0.5414956633,-0.8074960592,8.791613391e-05,0.0002764844157,-0.0002118484388,-2.446304966e-05,1.000297623,0.009964169144
20752075.208,-0.5445100689,-0.8079828879,0.0002381972097,9.259363264e-05,0.0001902131887,0.0002320472707,0.9994118254,0.008568496748
20756075.608,-0.5413071943,-0.8045453651,0.0003137211935,4.959994073e-05,0.0004293312346,0.0006424914526,1.000169814,0.009361201424
20760076.008,-0.5411338819,-0.8095706556,0.0002136933448,-0.0005308325722,0.0003270313733,-8.637821911e-05,0.999464999,0.009164321634
20764076.408,-0.5414418507,-0.8045452522,0.0003667778437,1.976869015e-05,4.304871853e-05,0.0002315622205,1.000264956,0.008470130582
20768076.808,-0.5416862113,-0.8059992563,-3.133688786e-05,0.0004012837069,-0.0002869788564,-2.292736929e-05,1.000660323,0.009398220091
20772077.208,-0.5453624937,-0.8082306028,8.021896013e-06,0.0001948959983,0.0001334472949,-0.0001251675609,1.000539375,0.008151849677
20776077.608,-0.5443794318,-0.8035567751,0.0002975379935,-0.0002206512768,0.0002977609745,0.0002269995217,1.000210411,0.01001668262
20780078.008,-0.5450331882,-0.8049280779,-0.0001417680134,3.288132559e-05,0.0001648292787,-0.0001327333181,0.9992699584,0.009956465994
